sentence_id,homograph,homograph_index,pos,sentence,homograph_pronunciation
1230792,affections,174,XFAMIL,"Système Organe Fréquence Effets indésirables Affections hématologiques et du système lymphatique Fréquence indéterminée Méthémoglobinémie , pouvant être due à un déficit de la NADH cytochrome-b5 réductase , en particulier chez le nouveau-né ( voir rubrique Mises en garde et précautions d ' emploi ) Sulfhémoglobinémie , essentiellement lors de l ' administration concomitante de fortes doses de médicaments libérateurs de sulfate Affections cardiaques Peu fréquent Bradycardie , en particulier avec la voie intraveineuse Fréquence indéterminée Arrêt cardiaque , survenant rapidement après l ' administration par voie injectable , et pouvant faire suite à une bradycardie ( voir rubrique Mises en garde et précautions d ' emploi ) ; bloc auriculo-ventriculaire , pause sinusale en particulier avec la voie intraveineuse ; allongement de l ' intervalle QT à l ' électrocardiogramme ; Torsades de Pointes Affections endocriniennes * Peu fréquent A m énorrhée , H y perprolactin é m ie Rare G alactorrhée Fréquence indéterminée G y néco m astie Affections gastro-intestinales Fréquent Diarrhée Troubles généraux et anomalies au site d ' administration Fréquent Asthénie Affections du système immunitaire Peu fréquent Hypersensibilité Fréquence indéterminée Réaction anaphylactique ( incluant le choc anaphylactique ) en particulier avec la voie intraveineuse Affections du système nerveux Très fréquent So m nolence Fréquent Troubles extrapyramidaux ( en particulier chez les enfants et les jeunes adultes et / ou lorsque la dose conseillée est dépassée , y compris après administration d ' une dose unique ) ( voir rubrique Mises en garde et précautions d ' emploi ) , syndrome pa r k insonien , akathisie Peu fréquent Dystonie , dyskinésie , troubles de la conscience Rare Convulsion en particulier chez les patients épileptiques Fréquence indéterminée Dyskinésie t ardi v e pouvant être persistante , au cours ou après un traite m e nt prolongé , en particulier chez les sujets âgés ( voir rubrique Mises en garde et précautions d ' emploi ) , syndrome malin des neuroleptiques ( voir rubrique Mises en garde et précautions d ' emploi ) Affections psychiatriques Fréquent Dépression Peu fréquent Hallucination Rare Etat confusionnel Affections vasculaires Fréquent Hypotension , en particulier avec la voie intraveineuse Fréquence indéterminée Choc , syncope après utilisation de la forme injectable .",a f ɛ k s j ɔ̃
1210641,affections,7,XFAMIL,"Affections hématologiques et du système lymphatique Adénopathie Affections du système immunitaire Réactions allergiques ( incluant des réactions anaphylactiques et anaphylactoïdes ) , oedème de Quincke Affections du système nerveux Syncope ou réaction vaso-vagale à l ' injection , parfois accompagnées de mouvements tonico-cloniques ( voir rubrique Mises en garde et précautions d ' emploi ) Déclaration des effets indésirables suspectés La déclaration des effets indésirables suspectés après autorisation du médicament est importante .",a f ɛ k s j ɔ̃
1218139,affections,25,XFAMIL,"Affections hématologiques et du système lymphatique Adénopathie Affections du système immunitaire Réactions allergiques ( incluant des réactions anaphylactiques et anaphylactoïdes ) , œdème de Quincke Affections du système nerveux Syncope ou réaction vaso-vagale à l ' injection , parfois accompagnées de mouvements tonico-cloniques ( voir rubrique Mises en garde spéciales et précautions d ' emploi ) .",a f ɛ k s j ɔ̃
1218169,affections,79,XFAMIL,"Fréquences de réactions indésirables : Très fréquent ( ≥ 1 / 10 ) , Fréquent ( ≥ 1 / 100 , CLASSE DE SYSTEME D ' ORGANES TRES FREQUENT ( > 1 / 10 ) FREQUENT ( > 1 / 100 , Affections hématologiques et du système lymphatique Neutropénie Agranulocytose Troubles du métabolisme et de la nutrition Augmentation de l ' appétit Affections du système nerveux Céphalées Affections gastro-intestinales Nausées Douleurs abdominales Vomissements Diarrhée Affections musculo-squelettiques et systémiques Arthralgie Affections du rein et des voies urinaires Chromaturie Troubles généraux et anomalies au site d ' administration Asthénie Investigations Augmentation des enzymes hépatiques La réaction indésirable la plus grave rapportée au cours des essais cliniques portant sur la défériprone a été l ' agranulocytose ( taux de polynucléaires neutrophiles < 0,5 x 109 / l ) , avec une incidence de 1,1 % ( 0,6 cas pour 100 années-patients de traitement ) ( voir rubrique Mises en garde et précautions d ' emploi ) .",a f ɛ k s j ɔ̃
1203552,affections,7,XFAMIL,2 cas de choc anaphylactique ( SOC Affections du système immunitaire ) 2.2.3 .,a f ɛ k s j ɔ̃
1218138,affections,7,XFAMIL,"Affections hématologiques et du système lymphatique Adénopathie Affections du système immunitaire Réactions allergiques ( incluant des réactions anaphylactiques et anaphylactoïdes ) , œdème de Quincke Affections du système nerveux Syncope ou réaction vaso-vagale à l ' injection , parfois accompagnées de mouvements tonico-cloniques ( voir rubrique Mises en garde spéciales et précautions d ' emploi ) .",a f ɛ k s j ɔ̃
1195794,affections,70,XFAMIL,"Effets indésirables rapportés avec CLINOLEIC 20 % lors d ' essais cliniques et après commercialisation Classe de système d ' organe Fréquence Terme préférentiel MedDRA Affections hématologiques et du système lymphatique Peu fréquent Leucopénie Indéterminé 1 Thrombocytopénie Affections gastro-intestinales Fréquent Nausées , vomissements Peu fréquent Distension abdominale , douleur abdominale , gêne épigastrique Troubles généraux et anomalies au site d ' administration Indéterminé 1 Frissons Affections hépatobiliaires Peu fréquent Cholestase Affections du système immunitaire Indéterminé 1 Hypersensibilité Investigations Fréquent Diminution de la pression artérielle moyenne Peu fréquent Augmentation de la bilirubine conjuguée , augmentation de la bilirubine sanguine , augmentation des enzymes hépatiques , augmentation des triglycérides sanguins Troubles du métabolisme et de la nutrition Fréquent Hyperglycémie Affections de la peau et du tissu sous-cutané Indéterminé 1 Urticaire 1 Effet indésirable observé après commercialisation : la fréquence des effets indésirables après commercialisation ne peut pas être estimée à partir des données disponibles .",a f ɛ k s j ɔ̃
1199664,affections,33,XFAMIL,"Après ses débuts punks , post punk , il se lançait dans une carrière solo qui l ' a conduit jusqu ' à la sortie de son premier et excellent album "" Special Affections "" .",a f ɛ k s j ɔ̃
1209588,affections,35,XFAMIL,"Affections gastro - intestinales Très fréquent Nausées , vomissements , diarrhée Indéterminée Douleurs abdominales , pancréatite Affections hépatobiliaires Fréquent Perturbation du bilan hépatique Affections de la peau et du tissu sous-cutané Fréquent Rash Indéterminée Prurit Affections musculo - squelettiques et systémiques Indéterminée Myalgies , rhabdomyolyse , faiblesse musculaire , élévation des CPK Affections du rein et des Très fréquent Elévation de la créatininémie voies urinaires Fréquent Insuffisance rénale aigue , diminution de la clairance de la créatinine .",a f ɛ k s j ɔ̃
1196174,affections,22,XFAMIL,"Tableau 2 : Effets indésirables chez les patients traités par Vimizim MedDRA Classe de systèmes d ' organes MedDRA Terme préférentiel Fréquence Affections du système immunitaire Anaphylaxie Peu fréquent Hypersensibilité Fréquent Affections du système nerveux Céphalées Très fréquent Vertiges Très fréquent Affections respiratoires , thoraciques et médiastinales Dyspnée Très fréquent Affections gastro-intestinales Diarrhée , vomissements , douleur oropharyngée , douleur abdominale haute , douleurs abdominales , nausées Très fréquent Affections musculo-squelettiques et systémiques Myalgie Fréquent Frissons Très fréquent Troubles généraux et anomalies au site d ' administration Fièvre Très fréquent Description de certains effets indésirables Immunogénicité Tous les patients ont développé des anticorps dirigés contre l ' élosulfase alpha lors des essais cliniques .",a f ɛ k s j ɔ̃
1199906,affections,25,XFAMIL,"Classification par système Très fréquent ≥ 1 / 10 Fréquent d ' organes ≥ 1 / 100 et Affections hématologiques et du système lymphatique Anémie Affections du système nerveux Céphalées , tremblements Sensation de vertiges Affections vasculaires Hypotension , bouffées vasomotrices Affections respiratoires , thoraciques et médiastinales Douleur thoracique , dyspnée Affections gastro-intestinales Nausées , douleurs abdominales Goût métallique , vomissements Affections de la peau et du tissu sous-cutané Prurit Affections musculo-squelettiques et systémiques Douleurs dorsales Troubles généraux et anomalie au site d ' adminsitration Sensation de chaleur Frissons , douleur Dans les essais cliniques , de rares cas de sueurs et de tachycardie ont été rapportés .",a f ɛ k s j ɔ̃
1224559,affections,9,VERB,"Merci pour vos magnifiques photos de Pornic que nous affections tant , et de vos beaux reportages .",a f ɛ k t j ɔ̃
23039,affections,7,VERB,"Naturellement , il est important que nous affections les fonds nécessaires pour permettre à ces mécanismes de fonctionner correctement .",a f ɛ k t j ɔ̃
23007,affections,4,VERB,"Même si nous en affections la totalité à l ' adhésion de la Chine à l ' OMC , ce ne serait pas encore suffisant .",a f ɛ k t j ɔ̃
1196506,affections,12,VERB,"Aussi est-ce souvent quand la pièce était le mieux sue que nous affections de "" nager "" davantage ... Un jour , où c ' était particulièrement le cas , voilà notre souffleur qui s' avise de découvrir que Dranem arborait un très curieux pantalon à carreaux , dont rien ne semblait justifier l ' emploi .",a f ɛ k t j ɔ̃
24976,affections,34,VERB,"Puis , vers la fin de la leçon , pour le renvoyer content , le brave homme ( car il y avait barbarie à contrarier tant de douceur et de patience ) , nous affections toutes les grâces et toutes les mines qu ' il nous demandait .",a f ɛ k t j ɔ̃
23029,affections,19,VERB,"Il nous faut envisager les réformes nécessaires et fixer les bonnes priorités dans nos budgets , afin que nous affections réellement les fonds dans un cadre budgétaire et aux thèmes qui sont importants pour le processus de Lisbonne .",a f ɛ k t j ɔ̃
1216085,affections,12,VERB,"En dépit des contraintes budgétaires , j ' ai souhaité que nous affections à cet objectif des moyens supplémentaires , sur plusieurs années "" , a-t-il ajouté .",a f ɛ k t j ɔ̃
23064,affections,5,VERB,"La solution est que nous affections davantage de ressources à la recherche dans ce domaine et que nous améliorions la technologie nucléaire , de manière à pouvoir réduire les risques d ' accident .",a f ɛ k t j ɔ̃
1198875,affections,12,VERB,"Retour aux sources , toutefois , avec cette ambiance Far-West que nous affections tant .",a f ɛ k t j ɔ̃
1207299,affections,30,VERB,"Incapables de loger ( étudiants , personnes âgées , sdf ) et de donner du travail aux français , les incompétents qui nous gouvernent veulent , désormais , que nous affections nos bâtiments publics à l ' accueil de toute la misère du monde .",a f ɛ k t j ɔ̃
23474,affections,42,VERB,"Nous nous promenions même dans les rues d ' un air de matamore , comme si nos poches étaient remplies d ' or ; si deux d ' entre nous louaient un cabriolet pour faire une excursion à la campagne , nous affections de regarder à chaque instant sous la banquette , comme pour voir si nos trésors étaient en sûreté ; puis nous examinions avec attention nos pistolets pour montrer que nous étions résolus à les défendre jusqu ' à la mort .",a f ɛ k t j ɔ̃
1198557,affections,29,VERB,"---- Sur ces derniers mots , pleins de promesses , les frères Isola reconduisaient leur visiteur jusque sur le seuil de leur cabinet de travail , pendant que nous affections d ' être plongé dans la contemplation d ' un appareil quelconque , simplement pour éviter d ' être reconnu .",a f ɛ k t j ɔ̃
23076,affections,6,VERB,Il est très important que nous affections plus de ressources pour inclure les pays candidats à l ' adhésion dans ce processus .,a f ɛ k t j ɔ̃
1210794,affections,10,VERB,Elles mettent un terme à cette fausse modestie que nous affections autrefois pour notre patrie .,a f ɛ k t j ɔ̃
1208146,affections,14,VERB,"Ma génération n ' a jamais connu de guerre et , adolescents , nous affections tous de mépriser la soldatesque , oubliant que notre culture politique eût dû nous faire aimer l ' armée populaire .",a f ɛ k t j ɔ̃
24765,affections,54,VERB,"Quand fut venu l ' instant de se retirer , nos nouvelles connaissances , et surtout leurs femmes , étaient dans une complète ivresse ; Riboulet et sa maitresse n ' étaient que gais : ainsi que moi , ils avaient conservé leur tête ; mais pour paraître à l ' unisson , nous affections d ' être hors d ' état de pouvoir marcher : formés en bande , parce que de la sorte les coups de vent sont moins à craindre , nous nous éloignâmes du théâtre de nos plaisirs .",a f ɛ k t j ɔ̃
23926,affections,23,VERB,"On publioit du moins que nous avions fait un butin considérable sur les Côtes d ' Afrique , & le silence que nous affections , augmentoit encore l ' opinion de nos richesses .",a f ɛ k t j ɔ̃
1194951,affections,5,VERB,"Il faudrait donc que nous affections , en dotation aux amortissements , 14 milliards de francs pour donner simplement un ordre de grandeur .",a f ɛ k t j ɔ̃
1202722,affections,20,VERB,"Pour ne prendre qu ' un seul exemple de cet épineux problème , et demeurer dans un domaine que nous affections particulièrement , quid des souverains bactriens ou kushans dont les noms et les règnes ne sont connus que par quelques exemplaires épars de leurs productions monétaires ?",a f ɛ k t j ɔ̃
395484,actions,2,ADJFP,Des Fiches Actions Réparations ( FAR ) seront annexées au livret scolaire .,a k s j ɔ̃
1020602,actions,30,ADJFP,"LE CONTEXTE ECONOMIQUE ET FINANCIER DE Les fondamentaux économiques , principalement en Europe , se dégradent au cours de l année La Banque Centrale sort de sa réserve Les Marches Actions La conjoncture en Midi-PyrenéeS II .",a k s j ɔ̃
527209,actions,12,ADJFP,Activité : Animation de groupe de sociétés acquisition et gestion de parts actions valeurs mobilières et autres droits sociaux .,a k s j ɔ̃
794073,actions,179,ADJFP,"Assurez la continuité de l activité pour nos produits essentiels pour nos patients du monde entier Plan de préparation spécifique pour Sanofi-Pasteur Groupe de travail pour la préparation de la pandémie Développement et production du vaccin pandémique , relation avec OMS et la haute autorité de la santé publique , communication externe 1213 Organisation Interne : Comité Vigiflu Présidé par la Direction HSE Affaires Générales HSE Santé au travail Experts Sanofi-Pasteur Ressources Humaines Communication Sureté Systèmes d information Représentants des métiers : Industriel , R & D , Opérations commerciales Réunions trimestrielles + groupes de travail Décisions clés validées par le "" Comité d Allocation d Ethique Interne "" 1314 Actions clés réalisées depuis 2005 Mise en œuvre de comités Vigiflu locaux Suivi épidémiologique Bases de données OMS & ECDC Communication & formation ( livrets , vidéos , conférences ) Intranet dédié Distribution de moyens de prévention et de protection Exercices réalisés dans le monde entier Plan de Continuité d Activité 1415 Actions clés réalisées depuis 2005 Communication & Formation Brochures et kits de communication 1516 Posters & vidéos Actions clés réalisées depuis 2005 Communication & Formation 1617 Actions clés réalisées depuis 2005 Communication & Formation Intranet dédié 1718 Actions clés réalisées depuis 2005 Moyens de prévention et de protection Distribution dans le monde entier 8,5 Millions de masques FFP2 / N95 & 1,3 Millions de masques chirurgicaux Masques FFP2 / N95 Masques Chirurgicaux Antiviraux Disponibilités locales Solutions hydro alcooliques Kits de voyage 1819 Actions clés réalisées depuis 2005 Exercices 2008 : "" Mise en œuvre des mesures d hygiène et de distanciations sociales "" Exercices réalisés dans le monde Vietnam France Indonésie 1920 Le plan de continuité du site ( PCA ) Le PCA site est un document synthétisant l ensemble des dispositions prises par le site pour maintenir son activité en cas de crise pandémique .",a k s j ɔ̃
916236,actions,12,ADJFP,"Malgré un environnement très volatil sur les Bourses mondiales , les gestions actions se hissent en tête du classement des OPCVM .",a k s j ɔ̃
898985,actions,34,ADJFP,"Une gestion de fonds active CM-CIC Asset Management est présente sur toutes les classes d ' actifs , tous les styles de gestion et dispose d ' une expertise reconnue dans : la gestion actions la gestion de taux la gestion flexible la gestion éthique ou socialement responsable la gestion diversifiée : fonds à formule et fonds à coussins Régulièrement primée , l ' offre obligataire de CM-CIC Asset Management bénéficie d ' une expertise reconnue .",a k s j ɔ̃
1155746,actions,244,ADJFP,"Par ailleurs , nous estimons qu ' une remontée des taux long terme de 1 % à 2 % ne changerait pas fondamentalement la valorisation des marchés boursiers "" , ajoute-t-il "" . BEAUCOUP D ' OPPORTUNITÉS SUR LES SMALL & MID CAPS "" La performance des gestions actions a été tirée par l ' embellie des fonds spécialisés dans les valeurs européennes ( + 16 % après + 13 % ) et plus particulièrement les titres des valeurs de petites et moyennes tailles ( + 21 % contre + 19 % ) , plus sensibles au rebond des marchés.Ces dix dernières années , l ' indice CAC Mid & Small a été multiplié par 2,3 contre une hausse de 29 % pour le SBF 120 , soit une croissance annuelle moyenne de 8 % pour le premier et de 2 % pour le second "" . C ' est un marché intéressant à jouer comme thématique , les Small & Mid Caps sont présentes sur des secteurs à fortes valeurs ajoutées pour lesquels il y a beaucoup de demande et de nombreuses niches à exploiter "" , a observé lors d ' une conférence de presse jeudi Kyra Tilquin , responsable de la gestion diversifiée chez Axa IM "" . C ' est un marché largement inefficient avec beaucoup d ' opportunités à exploiter pour les stocks pickers car il est peu couvert par les analystes "" , a-t-elle souligné.La performance des gestions actions n ' est toutefois pas suffisante pour convaincre les investisseurs , ces dernières affichant une décollecte de 647 millions d ' euros le mois dernier après 11 milliards d ' euros de rachats sur janvier-octobre , selon un extrait de la note mensuelle OPCVM d ' EuroPerformance "" . La divergence entre performances et flux d ' investissement demeure profonde , en particulier sur les classes d ' actifs risqués .",a k s j ɔ̃
523048,actions,61,ADJFP,"L API REST propose les méthodes CRUD ( Create , Retrieve , Update and Delete ) de base qui sont mappées aux méthodes standard HTTP : GET affichera le nœud POST créera un nouveau nœud ( ou appellera une action ) PUT mettra à jour le nœud DELETE supprimera le nœud On peut avoir des méthodes supplémentaires en utilisant des actions Actions Les actions sont un point d extension aux méthodes HTTP par défaut fournies dans l API REST .",a k s j ɔ̃
1188440,actions,35,ADJFP,Emplacement du point de mouvement initial Actions au point de mouvement initial Emplacement des zones de caches Mouvement vers les zones de caches Actions autour des sites de caches Mouvement vers les sites de caches Actions aux sites de caches a. b .,a k s j ɔ̃
477168,actions,28,ADJFP,"Il y gère les principaux mandats dédiés et fonds ouverts en gestion alternative et prend la responsabilité de l ' analyse et de la sélection sur les stratégies actions et systématiques , avant de devenir en 2010 responsable de l ' activité de multigestion alternative .",a k s j ɔ̃
565380,actions,16,ADJFP,"Et c ' est forcément le cas avec Dominion , surtout que le principe des cartes actions s' y prête particulièrement bien .",a k s j ɔ̃
501323,actions,10,ADJMP,"En prenant du recul graphique , la dynamique des marchés actions européens est très malmenée depuis le printemps dernier , notamment pour l ' indice CAC 40 qui reste enfermé entre le support majeur à 3000 points et la résistance majeure à 3293 points .",a k s j ɔ̃
551481,actions,30,ADJMP,"Sur plusieurs plans : "" Les investisseurs les utilisent souvent dans le cadre de repondérations pour prendre une position plus défensive ou pour éviter les fluctuations enregistrées sur les marchés actions .",a k s j ɔ̃
1141922,actions,7,ADJMP,L ' exposition du portefeuille aux marchés actions est stable à 46 % .,a k s j ɔ̃
825442,actions,137,ADJMP,"Il croit acquérir un placement "" père de famille "" et en réalité il a acheté un placement spéculatif.L ' autorité des Marchés Financiers ( AMF ) vient de remettre à jour son "" Guide des bonnes pratiques pour la rédaction des documents commerciaux et la commercialisation des instruments financiers "" . Elle donne quelques exemples de mauvaises pratiques que les épargnants doivent absolument fuir : les documents d ' information du fonds présentent un objectif de gestion ou un indicateur de référence et / ou une durée de placement recommandée différent ( e ) de celui / celle indiqué dans les documents réglementaires , la dénomination d ' une Sicav comprend l ' appellation "" prudent ou sérénité "" faisant croire qu ' elle n ' est pas risquée , alors que son exposition aux marchés actions est supérieure à 30 % de son actif , le document commercial d ' un fonds se présente comme suit : "" Nom du fonds X % "" alors que le taux affiché dans le nom du fonds n ' est obtenu que dans des configurations de marché particulières et ne constitue pas une promesse de rendement , le document commercial d ' un fonds présente un inconvénient sous la forme d ' un avantage .",a k s j ɔ̃
1172407,actions,147,ADJMP,"Nous pensons que l ' abaissement hier des taux d ' intérêt et des taux de réserves obligatoires de la Banque populaire de Chine ( BPoC ) constitue le catalyseur qui était attendu par les marchés ' , jugeait pourtant BofA-Merrill Lynch.Néanmoins , ' l ' intervention chinoise a échoué à impressionner les marchés américains , ayant été perçue davantage comme une réaction instinctive que comme une direction stratégique ' , estime Nour Al-Hammoury , chez ADS Securities.Selon ce stratège de marché basé à Abu Dhabi , ' il est désormais très clair que l ' action d ' une seule banque centrale ne suffit pas à calmer les marchés ' et que ' les autres doivent agir , sans quoi nous pourrions nous diriger vers le scénario d ' octobre 2008 ' . De son côté , Barclays Bourse considère toujours que la baisse des marchés actions apparaît exagérée au regard des fondamentaux , malgré les incertitudes sur l ' ampleur de la panne de croissance chinoise et de ses conséquences sur l ' économie mondiale.Il met en avant ' une amélioration lente et continue de l ' activité en Europe , pour preuve la hausse surprise du moral des entrepreneurs allemands , et surtout que la BCE reste aux commandes , en poursuivant son Quantitative Easing ( QE ) ' . Sur le plan des valeurs , WPP recule de 0,5 % et surperforme ainsi la tendance à Londres , après la présentation de résultats légèrement inférieurs aux attentes pour les six premiers mois de l ' année , mais accompagnés de perspectives favorables.Betfair Group s' envole de 16 % après que le groupe de paris et de jeux d ' argent en ligne ait évoqué ' une probable fusion ' avec son concurrent irlandais Paddy Power , dont le titre progresse dans les mêmes proportions à Dublin.Transocean plonge de 9,5 % à Zurich , sanctionné pour son projet d ' annuler deux acomptes sur dividendes et l ' annonce d ' importantes dépréciations sur investissements , ' au vu de la détérioration du marché du forage offshore ' . En début d ' après-midi aux Etats-Unis , les investisseurs prendront connaissance des commandes de biens durables pour le mois de juillet , que les économistes anticipent en baisse de l ' ordre de 0,5 % , après un bond de 3,4 % en juin.Copyright ( c ) 2015 CercleFinance.com .",a k s j ɔ̃
943300,actions,54,ADJMP,"PARIS ( Reuters ) - Les Bourses européennes reculaient de près 1 % jeudi vers la mi-séance et Wall Street est attendue en légère baisse , les investisseurs digérant toujours la perspective de voir la Réserve fédérale américaine , dont la politique accommodante a été le principal moteur de la bonne tenue des marchés actions ces 18 derniers mois , relever ses taux d ' intérêt plus vite que prévu .",a k s j ɔ̃
555098,actions,38,ADJMP,"CA Oblig Euro Stoxx 50 ( Octobre 2015 ) Titre obligataire émis par Crédit Agricole S.A . Souscription du 9 septembre au 8 octobre 2015 Une performance liée en partie à l évolution sur 10 ans des marchés actions Plus en détail alpha sélection est une alternative à un placement risqué en actions et présente un risque de perte en capital , en cours de vie et à l échéance .",a k s j ɔ̃
957678,actions,11,ADJMP,"A la fin de cette période , la volatilité des marchés actions est revenue sur les niveaux observés au pire de la crise européenne .",a k s j ɔ̃
870787,actions,161,ADJMP,"Le site de microblogging a perdu un tiers de sa valeur en 2015 et le titre est désormais à moins de 2 % de son plancher historique.Walt Disney ( + 2,57 % ) et le concepteur de jeux vidéo Electronic Arts ( + 3,83 % ) ont profité du bon accueil réservé au dernier épisode de la saga "" La Guerre des Etoiles "" ( Star Wars ) sorti lundi dans les cinémas américains.Neothetics a plongé de plus de 81 % sur le Nasdaq après avoir annoncé lundi que son traitement expérimental du gonflement abdominal avait échoué à deux examens cliniques.A la veille de la décision de la Fed , le dollar a pris plus de 0,5 % face à l ' euro , à 1,0931 dollar pour un euro , tandis que le rendement à 10 ans des bons du Trésor américain est remonté à 2,2711 % contre 2,225 % lundi , d ' autant que la hausse des marchés actions a réduit l ' attrait des valeurs refuges .",a k s j ɔ̃
773163,actions,7,ADJMP,"SHANGHAI ( Reuters ) - Les marchés actions chinois ont terminé en baisse de plus de 6 % mardi , sous le coup d ' un mouvement de ventes panique en fin de séance déclenché par la nouvelle glissade des cours du pétrole , qui a ravivé les inquiétudes des investisseurs sur la croissance mondiale .",a k s j ɔ̃
1081406,actions,117,ADJMP,"Ce dernier , qui affichait la meilleure performance sectorielle en début d ' année , est désormais en baisse de près de 10 % depuis le 31 decembre 2014 , ce qui le place en queue de peloton derrière les matières premières , l ' énergie ( - 13,6 % ) et les "" utilities "" ( - 10,3 % ) . L ' action Wolseley ( - 9,2 % à 37,96 livres ) enregistre la plus forte baisse de l ' indice Stoxx 600 , le spécialiste britannique d ' équipements de chauffage et de plomberie ayant revu en baisse sa prévision de hausse de chiffre d ' affaires.Dans ce contexte de baisse marquée des marchés actions , les actifs obligataires sont plébiscités à l ' instar des Bunds allemands et des emprunts du Trésor américain.Le bas niveau du rendement de ce dernier , qui évolue inversement par rapport à son prix , pèse en revanche sur le dollar américain , en repli de 0,13 % face à un panier de devises internationales .",a k s j ɔ̃
340810,actions,13,ADJMP,"L ' univers d ' investissement est constitué des valeurs cotées des marchés actions des pays émergents , ainsi que des valeurs cotées sur d ' autres bourses ayant une exposition significative aux marchés émergents sans contrainte de secteur ni de taille de capitalisation .",a k s j ɔ̃
1021851,actions,8,ADJMP,Le problème avec la hausse actuelle des marchés actions n ' est pas les prix mais le manque d ' amélioration fondamentale .,a k s j ɔ̃
465682,actions,39,ADJMP,"Au-delà du risque moyen représenté par la volatilité , l analyse ( graphique de droite ) permet également d établir un lien de causalité a priori entre les niveaux des taux et l évolution du risque extrême des marchés actions .",a k s j ɔ̃
689899,actions,17,ADJMP,Cette fenêtre d ' opportunités peut en revanche se refermer assez vite si la hausse des marchés actions rend les valorisations moins attractives et si les conditions de crédit se durcissent .,a k s j ɔ̃
532671,actions,17,ADJMP,"Cet indice , utilisé uniquement à titre indicatif , est représentatif de l ' évolution des marchés actions des pays les plus développés en Europe .",a k s j ɔ̃
1142507,actions,59,ADJMP,"En effet , l ' écart entre le rendement du dividende des marchés actions européens et le taux à 10 ans allemand n ' a jamais été aussi élevé ( entre 3.5 % et 4 % ) rendant les actions particulièrement attractivesLa seconde raison tient au fait que les dividendes représentent une part importante du rendement total des marchés actions ( environ 40 % en Europe depuis 1970 , 1 / 3 en Amérique du Nord ou en Asie / Pacifique ) .",a k s j ɔ̃
1178353,actions,14,ADJMP,"Comme environ 12 milliards de dollars d ' argent étranger ont quitté les marchés actions des économies émergentes le mois dernier , la possibilité d ' une contagion rôde et affecte le sentiment sur les actifs à risque ' , souligne plus largement Brenda Kelly , stratégiste chez IG.Ces mauvaises nouvelles des Etats-Unis et des pays émergents éclipsent l ' indice PMI final pour l ' industrie manufacturière de la zone euro qui , à 54,0 en janvier ( contre 53,9 en estimation flash ) , signale la plus forte expansion du secteur depuis mai 2011.La reprise s' étend à la Grèce , dont l ' indice repasse en territoire positif pour la première fois depuis août 2009 .",a k s j ɔ̃
513588,actions,114,ADJMP,"Le Standard & Poor ' s 500 , plus large , a reculé de 0,29 % à 2.099,12 et le Nasdaq Composite a fléchi de 0,35 % à 4.976,19 points.Sur le marché des Treasuries , le rendement de l ' emprunt de référence à 10 ans a atteint un pic de six mois de 2,37 % en séance avant de s' orienter à la baisse.Malgré leur apaisement en cours de séance , l ' envolée des rendements obligataires de part et d ' autre de l ' Atlantique continue de préoccuper les investisseurs , inquiets d ' une hausse des coûts d ' emprunt pour les entreprises.Autre motif d ' inquiétude pour les marchés actions , la Grèce .",a k s j ɔ̃
868357,actions,41,ADJMP,"Le fonds est composé d ' OPC ( OPCVM et FIA ) respectant les Directive 2009 / 65 / CE et 2011 / 61 / CE , spécialisés dans la sélection de titres de toutes capitalisations cotés principalement sur les marchés actions des pays asiatiques .",a k s j ɔ̃
998466,actions,28,NFP,"Les esclaves sont donc dans cette situation pour obéir aux règles et se plier aux conséquences d ' un manquement à celle-ci , pas pour juger elles-mêmes des actions et réponses des Maîtres / ses à leurs propres manquements .",a k s j ɔ̃
1124843,actions,45,NFP,"II. - La personne tenue à l ' information mentionnée au I informe également l ' Autorité des marchés financiers , dans un délai et selon des modalités fixés par son règlement général , à compter du franchissement du seuil de participation , lorsque les actions de la société sont admises aux négociations sur un marché réglementé ou sur un marché d ' instruments financiers autre qu ' un marché réglementé , à la demande de la personne qui gère ce marché d ' instruments financiers .",a k s j ɔ̃
1100643,actions,31,NFP,"Dans tous les cas , l ' aspect psychosociologique de son métier joue un rôle important.La validation du BPJEPS AGFF permet l ' encadrement de groupes et la conduite d ' actions d ' animations , la participation à l ' organisation , à la gestion et au fonctionnement de la structure organisatrice , la participation aux actions de communication et de promotion de la structure employeur et la participation à l ' entretien et la maintenance du matériel et des installations .",a k s j ɔ̃
738474,actions,29,NFP,"La première dame est arri vée à 12h45 et s' est attar dée dans l ' unité pédia trique post-opéra toire , selon le Pari sien.Dans le cadre des actions de sa fonda tion , Carla Bruni-Sarkozy a alors commencé à distri buer des cadeaux aux enfants hospi ta li sés et handi ca pés .",a k s j ɔ̃
1174141,actions,10,NFP,"Bien que ces résultats contribuent à notre compréhension des multiples actions de la leptine dans le système nerveux central , il reste à résoudre les cellules et la signalisation du récepteur de la leptine qui sont responsables des effets neurocomportementaux de la leptine dans le mésencéphale .",a k s j ɔ̃
883558,actions,10,NFP,"Le Fonds pourra investir dans un portefeuille diversifié d ' actions internationales , dont la performance sera échangée contre celle de l ' Indice de Référence par le biais d ' IFT .",a k s j ɔ̃
